Sigla Empresa;Nombre;Fecha;Año;Número de Mes;Origen;Nombre;Ciudad Origen;Pais Origen;Destino;Nombre;Ciudad Destino;Pais Destino;Tráfico (N/I);Tipo Vuelo;Pasajeros;Carga + Correo (Kg)
1AE;AERO APOYO;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;HTZ;HATO COROZAL;HATO COROZAL;COLOMBIA;N;T;0;0
1AE;AERO APOYO;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;LMC;LA MACARENA - META;LA MACARENA;COLOMBIA;N;T;15;0
1AE;AERO APOYO;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;MAP;MAPIRIPAN;MAPIRIPAN;COLOMBIA;N;T;4;0
1AE;AERO APOYO;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;3;0
1AE;AERO APOYO;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;N;T;3;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;9AK;CANANARI;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;0;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;A01;CAMPO ALEGRE;INIRIDA;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;2;9
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;A09;PUNTA TIGRE;PUERTO INIRIDA;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;1;9
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;CRU;CARURU;CARURU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;2;45
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MDR;PIEDRA ÑI;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;0;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MGU;SAN MIGUEL - VAUPES;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;3;22
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MIS;SANTA ISABEL - VAUPES;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;1;22
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MIT;WACARICUARA;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;5;9
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MKA;KAMANAOS;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;1;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MTI;TIQUIE;MITU;COLOMBIA;MIT;WACARICUARA;MITU;COLOMBIA;N;T;2;9
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MTI;TIQUIE;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;0;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MTN;BUENOS AIRES - VAUPES;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;10;139
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MTS;TERESITA;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;8;49
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MUR;TAPURUCUARA;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;0;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;9AK;CANANARI;MITU;COLOMBIA;N;T;2;9
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;A01;CAMPO ALEGRE;INIRIDA;COLOMBIA;N;T;8;275
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;A09;PUNTA TIGRE;PUERTO INIRIDA;COLOMBIA;N;T;1;19
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;CRU;CARURU;CARURU;COLOMBIA;N;T;3;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MDR;PIEDRA ÑI;MITU;COLOMBIA;N;T;1;95
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MGU;SAN MIGUEL - VAUPES;MITU;COLOMBIA;N;T;2;22
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MIS;SANTA ISABEL - VAUPES;MITU;COLOMBIA;N;T;0;203
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MIT;WACARICUARA;MITU;COLOMBIA;N;T;0;90
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MKA;KAMANAOS;MITU;COLOMBIA;N;T;0;90
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MTI;TIQUIE;MITU;COLOMBIA;N;T;6;9
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MTN;BUENOS AIRES - VAUPES;MITU;COLOMBIA;N;T;5;604
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MTS;TERESITA;MITU;COLOMBIA;N;T;7;157
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MUR;TAPURUCUARA;MITU;COLOMBIA;N;T;4;9
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;2;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MYA;YAPU;MITU;COLOMBIA;N;T;7;297
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MYY;YAVARATE;MITU;COLOMBIA;N;T;0;311
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MYA;YAPU;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;1;90
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;MYY;YAVARATE;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;0;0
1AS;AEROMENEGUA;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;0;0
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;9DI;SAN FELIPE;SAN FELIPE;COLOMBIA;IDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;COLOMBIA;N;T;28;2.570
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;IDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;COLOMBIA;N;T;19;3.080
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;N;T;1;220
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;32;4.970
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;IDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;COLOMBIA;9DI;SAN FELIPE;SAN FELIPE;COLOMBIA;N;T;39;7.000
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;IDA;CESAR GAVIRIA TRUJILLO;PUERTO INIRIDA;COLOMBIA;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;N;T;29;4.130
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;LPD;LA PEDRERA;LA PEDRERA;COLOMBIA;TAR;TARAIRA;TARAIRA;COLOMBIA;N;T;13;13.740
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;LPD;LA PEDRERA;LA PEDRERA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;24;3.190
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;1;2.230
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;N;T;26;2.610
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;18;720
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;TAR;TARAIRA;TARAIRA;COLOMBIA;N;T;13;4.990
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;TAR;TARAIRA;TARAIRA;COLOMBIA;LPD;LA PEDRERA;LA PEDRERA;COLOMBIA;N;T;42;8.210
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;TAR;TARAIRA;TARAIRA;COLOMBIA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;N;T;17;1.840
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;N;T;91;2.171
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;COLOMBIA;N;T;5;1.479
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;N;T;36;1.402
1BB;ALLAS S.A.S;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;TAR;TARAIRA;TARAIRA;COLOMBIA;N;T;52;2.930
1BC;INTEREJECUTIVA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;N;T;2;0
1BC;INTEREJECUTIVA;01-ene-23 00:00:00;2023;1;GUA;LA AURORA;GUATEMALA;GUATEMALA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;T;4;0
1BC;INTEREJECUTIVA;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;N;T;6;0
1BC;INTEREJECUTIVA;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;OPF;OPA LOCKA;FLORIDA;ESTADOS UNIDOS;I;T;0;0
1BC;INTEREJECUTIVA;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SAL;EL SALVADOR INTL;SAN SALVADOR;EL SALVADOR;I;T;5;0
1BC;INTEREJECUTIVA;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;SCL;ARTURO MERINO BENITEZ INTL;SANTIAGO;CHILE;I;T;8;0
1BC;INTEREJECUTIVA;01-ene-23 00:00:00;2023;1;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;TEB;TETERBORO;NEW JERSEY;ESTADOS UNIDOS;I;T;4;0
1BC;INTEREJECUTIVA;01-ene-23 00:00:00;2023;1;SCL;ARTURO MERINO BENITEZ INTL;SANTIAGO;CHILE;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;I;T;6;0
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;7GS;EL ENCANTO;CUMARIBO;COLOMBIA;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;N;T;0;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;7GS;EL ENCANTO;CUMARIBO;COLOMBIA;SRO;SANTA ROSALIA;SANTA ROSALIA;COLOMBIA;N;T;0;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;7GS;EL ENCANTO;CUMARIBO;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;0;100
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;9DE;LUNA PARK;LA PRIMAVERA;COLOMBIA;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;N;T;0;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;9LQ;LA PONDEROSA;PUERTO GAITAN;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;0;0
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;A07;MORICHAL VIEJO;SAN JOSE DEL GUAVIARE;COLOMBIA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;N;T;3;20
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;ACR;ARARACUARA;ARARACUARA;COLOMBIA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;N;T;5;10
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;ACR;ARARACUARA;ARARACUARA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;0;0
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;N;T;0;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;0;140
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;CRU;CARURU;CARURU;COLOMBIA;MFS;MIRAFLORES;MIRAFLORES - GUAVIARE;COLOMBIA;N;T;0;0
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;CRU;CARURU;CARURU;COLOMBIA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;N;T;16;60
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;CRU;CARURU;CARURU;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;2;90
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;0;10
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;LEV;LA GAVIOTA - VICHADA;LA GAVIOTA;COLOMBIA;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;N;T;0;80
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;LEV;LA GAVIOTA - VICHADA;LA GAVIOTA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;0;30
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;LMC;LA MACARENA - META;LA MACARENA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;168;3.981
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;LPD;LA PEDRERA;LA PEDRERA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;5;40
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;3;90
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MAP;MAPIRIPAN;MAPIRIPAN;COLOMBIA;LMC;LA MACARENA - META;LA MACARENA;COLOMBIA;N;T;1;160
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MAP;MAPIRIPAN;MAPIRIPAN;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;3;150
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MFS;MIRAFLORES;MIRAFLORES - GUAVIARE;COLOMBIA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;N;T;11;130
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MGU;SAN MIGUEL - VAUPES;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;5;20
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MPI;PIRACUARA;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;1;70
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MPI;PIRACUARA;MITU;COLOMBIA;MYY;YAVARATE;MITU;COLOMBIA;N;T;1;80
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;CRU;CARURU;CARURU;COLOMBIA;N;T;2;100
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MGU;SAN MIGUEL - VAUPES;MITU;COLOMBIA;N;T;2;10
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MVP;MITU;MITU;COLOMBIA;MYY;YAVARATE;MITU;COLOMBIA;N;T;1;60
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;MYY;YAVARATE;MITU;COLOMBIA;MVP;MITU;MITU;COLOMBIA;N;T;2;120
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PCA;PACOA;PACOA;COLOMBIA;MPI;PIRACUARA;MITU;COLOMBIA;N;T;2;180
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;7GS;EL ENCANTO;CUMARIBO;COLOMBIA;N;T;0;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;SRO;SANTA ROSALIA;SANTA ROSALIA;COLOMBIA;N;T;0;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;0;180
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PCR;GERMAN OLANO;PUERTO CARRENO;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;3;250
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PID;PUERTO INIRIDA;PUERTO INIRIDA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;8;150
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;7GS;EL ENCANTO;CUMARIBO;COLOMBIA;N;T;0;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;LEV;LA GAVIOTA - VICHADA;LA GAVIOTA;COLOMBIA;N;T;0;30
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;PCE;CUMARIBO;PUERTO CARRENO;COLOMBIA;N;T;0;30
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;PCR;GERMAN OLANO;PUERTO CARRENO;COLOMBIA;N;T;0;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;SRO;SANTA ROSALIA;SANTA ROSALIA;COLOMBIA;N;T;0;30
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;0;110
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;A07;MORICHAL VIEJO;SAN JOSE DEL GUAVIARE;COLOMBIA;N;T;4;20
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;ACR;ARARACUARA;ARARACUARA;COLOMBIA;N;T;3;10
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;CRU;CARURU;CARURU;COLOMBIA;N;T;17;50
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;MFS;MIRAFLORES;MIRAFLORES - GUAVIARE;COLOMBIA;N;T;16;90
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;TAR;TARAIRA;TARAIRA;COLOMBIA;N;T;1;100
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;2;10
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;SRO;SANTA ROSALIA;SANTA ROSALIA;COLOMBIA;PIM;LA PRIMAVERA;LA PRIMAVERA;COLOMBIA;N;T;0;80
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;SRO;SANTA ROSALIA;SANTA ROSALIA;COLOMBIA;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;N;T;1;90
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;TAP;TARAPACA;LETICIA;COLOMBIA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;N;T;1;10
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;TAR;TARAIRA;TARAIRA;COLOMBIA;SJE;SAN JOSE DEL GUAVIARE- JORGE E GONZ;SAN JOSE DEL GUAVIARE;COLOMBIA;N;T;2;10
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;URM;URIBE;LA URIBE;COLOMBIA;LMC;LA MACARENA - META;LA MACARENA;COLOMBIA;N;T;0;100
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;7GS;EL ENCANTO;CUMARIBO;COLOMBIA;N;T;8;99
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;9DE;LUNA PARK;LA PRIMAVERA;COLOMBIA;N;T;3;43
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;9LQ;LA PONDEROSA;PUERTO GAITAN;COLOMBIA;N;T;0;75
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;ACR;ARARACUARA;ARARACUARA;COLOMBIA;N;T;0;72
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;BMG;BARRANCO MINAS;GUAINIA (BARRANCO MINAS);COLOMBIA;N;T;9;277
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;LEV;LA GAVIOTA - VICHADA;LA GAVIOTA;COLOMBIA;N;T;6;129
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;LMC;LA MACARENA - META;LA MACARENA;COLOMBIA;N;T;127;5.095
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;LPD;LA PEDRERA;LA PEDRERA;COLOMBIA;N;T;0;33
1BR;AEROLINEAS LLANERAS ARALL LTDA.;01-ene-23 00:00:00;2023;1;VVC;VANGUARDIA;VILLAVICENCIO;COLOMBIA;LQM;PUERTO LEGUIZAMO;PUERTO LEGUIZAMO;COLOMBIA;N;T;1;70
